"","brand","product","name","specific","lightness","hex","lightToDark","numbers","id"
"837","ILIA","Super Serum Skin Tint SPF 40 Foundation","Porto Ferro","10",0.782352941176471,"#E3C2AC",TRUE,10,34
"838","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Sienna","10",0.519607843137255,"#A47465",TRUE,10,36
"839","SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","Light Ivory","10",0.684313725490196,"#DCAA81",TRUE,10,66
"840","SEPHORA COLLECTION","Matte Perfection Powder Foundation","Fair Pink","10",0.731372549019608,"#D5B0A0",TRUE,10,60
"841","bareMinerals","BAREPRO Longwear Powder Foundation ","Cool Beige","10",0.745098039215686,"#E7B995",TRUE,10,17
"842","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","10",0.811764705882353,"#F0C9AE",TRUE,10,37
"843","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Cool Beige","10",0.77843137254902,"#E0C4AD",TRUE,10,18
"844","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Medium","10",0.652941176470588,"#D0A17D",TRUE,10,38
"845","Laura Mercier","Smooth Finish Foundation Powder",NA,"10",0.629411764705882,"#D99F68",TRUE,10,40
"846","Kosas","Tinted Face Oil Foundation","Tone","10",0.32156862745098,"#6D4637",TRUE,10,41
"847","TOM FORD","Traceless Soft Matte Foundation","Chestnut","10.0",0.503921568627451,"#A87959",TRUE,10,3
"848","Armani Beauty","Neo Nude Foundation",NA,"10",0.545098039215686,"#C8894E",TRUE,10,4
"849","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"10",0.601960784313725,"#C38B70",TRUE,10,42
"850","Charlotte Tilbury","Light Wonder Foundation","Dark","10",0.566666666666667,"#B4856D",TRUE,10,43
"851","Natasha Denona","Transformatte Pore Vanishing Matte Foundation",NA,"10R",0.913725490196078,"#F9E6D9",TRUE,10,67
"852","Lancôme","SKIN FEELS GOOD Skin Nourishing Foundation",NA,"010C",0.790196078431373,"#E7BFAC",TRUE,10,44
"853","Dior","Diorskin Forever Undercover Foundation","Ivory","010",0.888235294117647,"#FEDCC7",TRUE,10,73
"854","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Sienna","10",0.429411764705882,"#8D644E",TRUE,10,45
"855","Dior","Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50","Ivory","010",0.774509803921569,"#F3BA98",TRUE,10,80
"856","TOM FORD","Traceless Foundation Stick","Chestnut","10.0",0.519607843137255,"#AC6C5D",TRUE,10,5
"857","Charlotte Tilbury","Magic Foundation",NA,"10",0.547058823529412,"#B17966",TRUE,10,6
"858","Dior","Diorskin Forever Perfect Matte Powder Foundation","Ivory","010",0.83921568627451,"#F4C9B8",TRUE,10,81
"859","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Tulle Sephora Quality Way-Nice Price","10",0.63921568627451,"#C69480",TRUE,10,46
"860","Bite Beauty","Changemaker Supercharged Micellar Foundation",NA,"L10",0.82156862745098,"#EEC8B5",TRUE,10,82
"861","Josie Maran","Vibrancy Argan Oil Foundation Fluid","Supernatural","RG10",0.805882352941176,"#E4C4B7",TRUE,10,74
"862","Bobbi Brown","Skin Weightless Powder Foundation","Espresso","10",0.390196078431373,"#835144",TRUE,10,7
"863","SEPHORA COLLECTION","Matte Perfection Full Coverage Foundation","Ivory","10",0.801960784313726,"#EBC5AE",TRUE,10,70
"864","KEVYN AUCOIN","Foundation Balm","Medium EF","10",0.631372549019608,"#CF9A73",TRUE,10,48
"865","NUDESTIX","Nudies Tinted Blur Stick","Deep","10",0.496078431372549,"#9B6862",TRUE,10,49
"866","Givenchy","Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20",NA,"N10",0.445098039215686,"#B26C31",TRUE,10,8
"867","KEVYN AUCOIN","The Etherealist Foundation","Medium EF","10",0.649019607843137,"#C5A086",TRUE,10,52
"868","Dior","Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill","Ivory","010",0.845098039215686,"#FBD4B4",TRUE,10,83
"869","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","10",0.584313725490196,"#C49066",TRUE,10,53
"870","Natasha Denona","Foundation X+","YFair","10",0.868627450980392,"#EBDFD0",TRUE,10,68
"871","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","10",0.652941176470588,"#D0A17D",TRUE,10,54
"872","KEVYN AUCOIN","Stripped Nude Skin Tint","ST","10",0.527450980392157,"#B3755A",TRUE,10,55
"873","Natasha Denona","Face Glow Foundation","FN","10",0.788235294117647,"#E7D4AB",TRUE,10,84
"874","SEPHORA COLLECTION","Best Skin Ever Liquid Foundation","N","10",0.764705882352941,"#F2C594",TRUE,10,69
"875","Makeup Revolution","Conceal & Define Satte Matte Powder Foundation",NA,"P10.2",0.833333333333333,"#F6D2B3",TRUE,10.2,11
"876","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F10.2",0.570588235294118,"#BB8D68",TRUE,10.2,1
"877","It Cosmetics","Your Skin But Better Foundation + Skincare","Fair Neutral","10.5",0.809803921568627,"#E8CCB5",TRUE,10.5,75
"878","bareMinerals","BAREPRO Performance Wear Powder Foundation","Linen","10.5",0.668627450980392,"#D19F84",TRUE,10.5,14
"879","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Cinnamon","10.5",0.386274509803922,"#86563F",TRUE,10.5,26
"880","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F10.5",0.768627450980392,"#F0C698",TRUE,10.5,1
"881","Makeup Revolution","Conceal & Glow Foundation",NA,"F10.5",0.6,"#D88B5A",TRUE,10.5,28
"882","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Linen","10.5",0.668627450980392,"#D19F84",TRUE,10.5,16
"883","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Cinnamon","10.5",0.427450980392157,"#8B624F",TRUE,10.5,36
"884","bareMinerals","BAREPRO Longwear Powder Foundation ","Linen","10.5",0.727450980392157,"#D9B09A",TRUE,10.5,17
"885","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Linen","10.5",0.735294117647059,"#DBB29C",TRUE,10.5,18
"886","TOM FORD","Traceless Soft Matte Foundation","Mocha","10.5",0.531372549019608,"#B0885F",TRUE,10.5,3
"887","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Cinnamon","10.5",0.46078431372549,"#9A6A51",TRUE,10.5,45
"888","TOM FORD","Traceless Foundation Stick","Mocha","10.5",0.482352941176471,"#A47252",TRUE,10.5,5
"889","KEVYN AUCOIN","Foundation Balm","Medium EF","10.5",0.619607843137255,"#CF9D6D",TRUE,10.5,48
"890","TOM FORD","Traceless Soft Matte Foundation","Amber","10.7",0.525490196078431,"#AF835D",TRUE,10.7,3
"891","TOM FORD","Traceless Foundation Stick","Amber","10.7",0.474509803921569,"#A26C50",TRUE,10.7,5
"892","Benefit Cosmetics","Hello Happy Air Stick Foundation SPF 20",NA,"Shade 11",0.43921568627451,"#9D6743",TRUE,11,19
"893","Benefit Cosmetics","Hello Happy Flawless Brightening Foundation SPF 15","Dark Neutral","Shade 11",0.3,"#6E452B",TRUE,11,20
"894","Benefit Cosmetics","Hello Happy Velvet Powder Foundation","Dark Neutral","Shade 11",0.396078431372549,"#926738",TRUE,11,21
"895","It Cosmetics","Your Skin But Better Foundation + Skincare","Fair Neutral","11",0.792156862745098,"#ECC8A8",TRUE,11,75
"896","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Soft Medium","11",0.690196078431373,"#E1A77F",TRUE,11,23
"897","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Soft Medium","11",0.690196078431373,"#E1A77F",TRUE,11,25
"898","bareMinerals","BAREPRO Performance Wear Powder Foundation","Natural","11",0.711764705882353,"#E7A984",TRUE,11,14
"899","Clinique","Beyond Perfecting Powder Foundation + Concealer","Honey","11",0.666666666666667,"#DBA879",NA,11,NA
"900","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Cedar","11",0.305882352941176,"#71422B",TRUE,11,26
"901","jane iredale","Beyond Matte Liquid Foundation",NA,"M11",0.594117647058824,"#C98966",TRUE,11,30
"902","Juice Beauty","PHYTO-PIGMENTS Flawless Serum Foundation","Rosy Beige","11",0.796078431372549,"#EAC6AC",TRUE,11,71
"903","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"11.0",0.417647058823529,"#995B3C",TRUE,11,15
"904","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Natural","11",0.711764705882353,"#E7A984",TRUE,11,16
"905","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Soft Medium","11",0.8,"#FCC89C",TRUE,11,32
"906","LORAC","PRO Soft Focus Longwear Foundation",NA,"11",0.572549019607843,"#C39061",TRUE,11,33
"907","ILIA","Super Serum Skin Tint SPF 40 Foundation","Matira","11",0.631372549019608,"#CD9B75",TRUE,11,34
"908","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Cedar","11",0.464705882352941,"#9C6351",TRUE,11,36
"909","bareMinerals","BAREPRO Longwear Powder Foundation ","Natural","11",0.768627450980392,"#F4C594",TRUE,11,17
"910","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","11",0.776470588235294,"#ECBEA0",TRUE,11,37
"911","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Natural","11",0.754901960784314,"#E7C99A",TRUE,11,18
"912","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Soft Medium","11",0.684313725490196,"#CEA08F",TRUE,11,38
"913","Laura Mercier","Smooth Finish Foundation Powder",NA,"11",0.62156862745098,"#D49B69",TRUE,11,40
"914","TOM FORD","Traceless Soft Matte Foundation","Dusk","11.0",0.482352941176471,"#A07356",TRUE,11,3
"915","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"11",0.513725490196078,"#B27754",TRUE,11,42
"916","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Cedar","11",0.452941176470588,"#8E6A59",TRUE,11,45
"917","TOM FORD","Traceless Foundation Stick","Dusk","11.0",0.466666666666667,"#A76347",TRUE,11,5
"918","Charlotte Tilbury","Magic Foundation",NA,"11",0.545098039215686,"#B08066",TRUE,11,6
"919","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Khaki Sephora Quality Way-Nice Price","11",0.619607843137255,"#C58E77",TRUE,11,46
"920","La Mer","The Luminous Lifting Cushion Foundation SPF 20 + Refill","Rosy Ivory","11",0.847058823529412,"#F3CCBD",TRUE,11,47
"921","KEVYN AUCOIN","Foundation Balm","Medium EF","11",0.615686274509804,"#C99471",TRUE,11,48
"922","SEPHORA COLLECTION","Clean Glowing Skin Foundation",NA,"11",0.703921568627451,"#DCAC8B",TRUE,11,50
"923","KEVYN AUCOIN","The Etherealist Foundation","Medium EF","11",0.625490196078431,"#C1977E",TRUE,11,52
"924","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","11",0.509803921568627,"#AE7E56",TRUE,11,53
"925","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","11",0.684313725490196,"#CEA08F",TRUE,11,54
"926","Benefit Cosmetics","Mini Hello Happy Flawless Brightening Foundation SPF 15",NA,"11",0.372549019607843,"#8B5033",TRUE,11,56
"927","Benefit Cosmetics","Hello Happy Soft Blur Foundation",NA,"Shade 11",0.609803921568628,"#C9866E",NA,11,NA
"928","Makeup Revolution","Conceal & Define Satte Matte Powder Foundation",NA,"P11.2",0.784313725490196,"#F3CA9D",TRUE,11.2,11
"929","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F11.2",0.474509803921569,"#AB7447",TRUE,11.2,1
"930","bareMinerals","Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25","Mahogany","11.5",0.307843137254902,"#674036",TRUE,11.5,26
"931","bareMinerals","COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30","Mahogany","11.5",0.380392156862745,"#74544E",TRUE,11.5,36
"932","SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","Pink Ecru","11.5",0.786274509803922,"#DBBFB6",TRUE,11.5,66
"933","TOM FORD","Traceless Soft Matte Foundation","Warm Nutmeg","11.5",0.449019607843137,"#98694D",TRUE,11.5,3
"934","Armani Beauty","Neo Nude Foundation",NA,"11.5",0.613725490196078,"#CD976C",TRUE,11.5,4
"935","bareMinerals","COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ","Mahogany","11.5",0.352941176470588,"#764E3E",TRUE,11.5,45
"936","TOM FORD","Traceless Foundation Stick","Warm Nutmeg","11.5",0.409803921568627,"#8F6142",TRUE,11.5,5
"937","Charlotte Tilbury","Magic Foundation",NA,"11.5",0.474509803921569,"#A16B51",TRUE,11.5,6
"938","SEPHORA COLLECTION","Best Skin Ever Liquid Foundation","P","11.5",0.792156862745098,"#F2CDA2",TRUE,11.5,69
"939","TOM FORD","Traceless Soft Matte Foundation","Nutmeg","11.7",0.423529411764706,"#8A664E",TRUE,11.7,3
"940","TOM FORD","Traceless Foundation Stick","Nutmeg","11.7",0.415686274509804,"#855F4F",TRUE,11.7,5
"941","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"11.75",0.533333333333333,"#B2715E",TRUE,11.75,42
"942","Benefit Cosmetics","Hello Happy Air Stick Foundation SPF 20",NA,"Shade 12",0.366666666666667,"#835138",TRUE,12,19
"943","Benefit Cosmetics","Hello Happy Flawless Brightening Foundation SPF 15","Dark Warm","Shade 12",0.380392156862745,"#83503F",TRUE,12,20
"944","Benefit Cosmetics","Hello Happy Velvet Powder Foundation","Dark Warm","Shade 12",0.36078431372549,"#7F5739",TRUE,12,21
"945","It Cosmetics","Your Skin But Better Foundation + Skincare","Fair Warm","12",0.798039215686275,"#F0CBA7",TRUE,12,75
"946","KVD Vegan Beauty","True Portrait Medium Coverage Shake Foundation","Light","012",0.692156862745098,"#D6AE8B",TRUE,12,57
"947","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Medium Beige","12",0.703921568627451,"#E0AC87",TRUE,12,23
"948","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Medium Beige","12",0.703921568627451,"#E0AB87",TRUE,12,25
"949","Tarte","Travel Size Face Tape Foundation","Fair Neutral","12N",0.819607843137255,"#EDCDB5",TRUE,12,85
"950","bareMinerals","BAREPRO Performance Wear Powder Foundation","Warm Natural","12",0.672549019607843,"#DD9F7A",TRUE,12,14
"951","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F12",0.666666666666667,"#E2A672",TRUE,12,1
"952","jane iredale","Beyond Matte Liquid Foundation",NA,"M12",0.543137254901961,"#C8834D",TRUE,12,30
"953","Clinique","Beyond Perfecting Foundation + Concealer","Meringue","WN 12",0.725490196078431,"#E5B88D",NA,12,NA
"954","Juice Beauty","PHYTO-PIGMENTS Flawless Serum Foundation","Desert Beige","12",0.686274509803922,"#D6A388",TRUE,12,71
"955","Urban Decay Cosmetics","All Nighter Liquid Full Coverage Foundation",NA,"12.0",0.325490196078431,"#754631",TRUE,12,15
"956","bareMinerals","BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","Warm Natural","12",0.672549019607843,"#DD9F7A",TRUE,12,16
"957","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Medium Beige","12",0.7,"#E4AD81",TRUE,12,32
"958","LORAC","PRO Soft Focus Longwear Foundation",NA,"12",0.625490196078431,"#C79D78",TRUE,12,33
"959","ILIA","Super Serum Skin Tint SPF 40 Foundation","Kokkini","12",0.629411764705882,"#CB9876",TRUE,12,34
"960","SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","Light Ecru","12",0.670588235294118,"#D6AC80",TRUE,12,66
"961","SEPHORA COLLECTION","Matte Perfection Powder Foundation","Fair Warm","12",0.713725490196078,"#CEB09E",TRUE,12,60
"962","bareMinerals","BAREPRO Longwear Powder Foundation ","Warm Natural","12",0.756862745098039,"#F0C892",TRUE,12,17
"963","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","12",0.758823529411765,"#EEB395",TRUE,12,37
"964","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Warm Natural","12",0.698039215686274,"#DDAE87",TRUE,12,18
"965","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Medium Beige","12",0.63921568627451,"#CCA67A",TRUE,12,38
"966","SEPHORA COLLECTION","Make No Mistake Foundation & Concealer Stick","Chestnut","12",0.625490196078431,"#CF9370",TRUE,12,39
"967","Laura Mercier","Smooth Finish Foundation Powder",NA,"12",0.637254901960784,"#D09C75",TRUE,12,40
"968","TOM FORD","Traceless Soft Matte Foundation","Macassar","12.0",0.413725490196078,"#89624A",TRUE,12,3
"969","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"12",0.501960784313725,"#B07350",TRUE,12,42
"970","Lancôme","SKIN FEELS GOOD Skin Nourishing Foundation",NA,"12W",0.56078431372549,"#AF7D6F",TRUE,12,44
"971","Charlotte Tilbury","Magic Foundation",NA,"12",0.523529411764706,"#A57566",TRUE,12,6
"972","SEPHORA COLLECTION","Matte Perfection Tinted Moisturizer","Tweed Sephora Quality Way-Nice Price","12",0.552941176470588,"#B48366",TRUE,12,46
"973","La Mer","The Luminous Lifting Cushion Foundation SPF 20 + Refill","Neutral Ivory","12",0.856862745098039,"#F3D2C2",TRUE,12,47
"974","KEVYN AUCOIN","Foundation Balm","Deep EF","12",0.592156862745098,"#C59469",TRUE,12,48
"975","Koh Gen Do","Aqua Foundation",NA,"12",0.847058823529412,"#EDCFC3",TRUE,12,63
"976","KEVYN AUCOIN","The Etherealist Foundation","Deep EF","12",0.615686274509804,"#C19879",TRUE,12,52
"977","surratt beauty","Surreal Skin Foundation Wand","Surreal Skin","12",0.472549019607843,"#A3704E",TRUE,12,53
"978","bareMinerals","I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set","bareMinerals","12",0.63921568627451,"#CCA67A",TRUE,12,54
"979","Black Up","Full Coverage Cream Foundation","HC","12",0.450980392156863,"#935F53",NA,12,NA
"980","SEPHORA COLLECTION","Best Skin Ever Liquid Foundation","Y","12",0.754901960784314,"#EDC894",TRUE,12,69
"981","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F12.2",0.450980392156863,"#A26B44",TRUE,12.2,1
"982","TOM FORD","Traceless Soft Matte Foundation","Walnut","12.5",0.388235294117647,"#845A42",TRUE,12.5,3
"983","TOM FORD","Traceless Foundation Stick","Walnut","12.5",0.352941176470588,"#705144",TRUE,12.5,5
"984","Makeup Revolution","Conceal & Define Full Coverage Foundation",NA,"F12.7",0.425490196078431,"#916548",TRUE,12.7,1
"985","bareMinerals","Matte Foundation Broad Spectrum SPF 15","Golden Beige","13",0.674509803921569,"#E1A477",TRUE,13,23
"986","Makeup Revolution","Fast Base Stick Foundation",NA,"F13",0.425490196078431,"#A06839",TRUE,13,24
"987","bareMinerals","ORIGINAL Foundation Broad Spectrum SPF 15","Golden Beige","13",0.674509803921569,"#E1A477",TRUE,13,25
"988","Tarte","Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20","Fair Neutral","13N",0.801960784313726,"#EBC8AE",TRUE,13,86
"989","bareMinerals","BAREPRO Performance Wear Powder Foundation","Golden Nude","13",0.709803921568627,"#EBAB7F",TRUE,13,14
"990","Makeup Revolution","Conceal & Hydrate Foundation",NA,"F13",0.4,"#9A5B32",TRUE,13,27
"991","jane iredale","Beyond Matte Liquid Foundation",NA,"M13",0.531372549019608,"#BE7C51",TRUE,13,30
"992","bareMinerals","ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20","Golden Beige","13",0.752941176470588,"#F3C38D",TRUE,13,32
"993","LORAC","PRO Soft Focus Longwear Foundation",NA,"13",0.617647058823529,"#C89173",TRUE,13,33
"994","ILIA","Super Serum Skin Tint SPF 40 Foundation","Kamari","13",0.67843137254902,"#DE9E7C",TRUE,13,34
"995","SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","Pink Porcelaine","13",0.698039215686274,"#D3AA91",TRUE,13,66
"996","bareMinerals","BAREPRO Longwear Powder Foundation ","Golden Nude","13",0.790196078431373,"#F3CDA0",TRUE,13,17
"997","PAT McGRATH LABS","Sublime Perfection Foundation","Light Medium","13",0.796078431372549,"#F2C5A4",TRUE,13,37
"998","bareMinerals","BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ","Golden Nude","13",0.749019607843137,"#E3C69B",TRUE,13,18
"999","bareMinerals","Matte Loose Powder Mineral Foundation SPF 15 ","Golden Beige","13",0.658823529411765,"#CCA184",TRUE,13,38
"1000","SEPHORA COLLECTION","Make No Mistake Foundation & Concealer Stick","Walnut","13",0.607843137254902,"#CA846C",TRUE,13,39
"1001","Laura Mercier","Smooth Finish Foundation Powder",NA,"13",0.633333333333333,"#C49A7F",TRUE,13,40
"1002","TOM FORD","Traceless Soft Matte Foundation","Espresso","13.0",0.352941176470588,"#75503F",TRUE,13,3
"1003","Armani Beauty","Neo Nude Foundation",NA,"13",0.5,"#AD7452",TRUE,13,4
"1004","Armani Beauty","Power Fabric Longwear High Cover Foundation SPF 25",NA,"13",0.496078431372549,"#A1755C",TRUE,13,42
"1005","Lancôme","SKIN FEELS GOOD Skin Nourishing Foundation",NA,"13C",0.46078431372549,"#A36548",TRUE,13,44
